Calendar Date,Date,Unemployment_Rate_MI,Unemployment_Rate_US,Rank,Highlights
12/01/2019 12:00:00 AM,Dec-19,0.037,0.036000000000000004,37,Michigan’s seasonally adjusted unemployment rate inched down to 3.9 percent in December. The jobless rate is 0.1 percentage points less than the rate marked in December 2018.
01/01/2020 12:00:00 AM,Jan-20,0.037,0.035,36,Michigan’s seasonally adjusted unemployment rate inched down to 3.8 percent in January. The jobless rate is 0.4 percentage points less than the rate marked in January 2019.
02/01/2020 12:00:00 AM,Feb-20,0.037,0.035,32,Michigan’s seasonally adjusted unemployment rate inched down to 3.6 percent in February. The jobless rate is 0.6 percentage points less than the rate marked in February 2019.
03/01/2020 12:00:00 AM,Mar-20,0.037,0.044000000000000004,26,Michigan’s seasonally adjusted unemployment rate increased to 4.4 percent in March. The jobless rate is 0.2 percentage points less than the rate marked in March 2019.
04/01/2020 12:00:00 AM,Apr-20,0.236,0.14800000000000002,49,"Michigan’s seasonally adjusted unemployment rate increased to 22.7 percent in April, the highest rate since at least 1976 (as far back as comparable estimates go). The jobless rate is 18.4 percentage points greater than the rate marked in April 2019."
05/01/2020 12:00:00 AM,May-20,0.208,0.133,48,Michigan’s seasonally adjusted unemployment rate decreased to 21.2 percent in May. The jobless rate is 17 percentage points greater than the rate marked in May 2019.
06/01/2020 12:00:00 AM,Jun-20,0.141,0.111,45,Michigan’s seasonally adjusted unemployment rate decreased to 14.8 percent in June. The jobless rate is 10.6 percentage points greater than the rate marked in June 2019.
07/01/2020 12:00:00 AM,Jul-20,0.09,0.102,27,Michigan’s seasonally adjusted unemployment rate decreased to 8.7 percent in July. The jobless rate is 4.6 percentage points greater than the rate marked in July 2019.
08/01/2020 12:00:00 AM,Aug-20,0.085,0.084,37,Michigan’s seasonally adjusted unemployment rate held steady at 8.7 percent in August. The jobless rate is 4.7 percentage points greater than the rate marked in August 2019.
09/01/2020 12:00:00 AM,Sep-20,0.082,0.078,41,Michigan’s seasonally adjusted unemployment rate held dipped to 8.5 percent in September. The jobless rate is 4.6 percentage points greater than the rate marked in September 2019.
10/01/2020 12:00:00 AM,Oct-20,0.081,0.069,17,Michigan’s seasonally adjusted unemployment rate held dipped to 5.5 percent in October. The jobless rate is 1.6 percentage points greater than the rate marked in October 2019.
11/01/2020 12:00:00 AM,Nov-20,0.082,0.067,37,Michigan’s seasonally adjusted unemployment rate held increased to 6.9 percent in November. The jobless rate is 3.0 percentage points greater than the rate marked in November 2019.
12/01/2020 12:00:00 AM,Dec-20,0.082,0.067,39,Michigan’s seasonally adjusted unemployment rate held increased to 7.5 percent in December. The jobless rate is 3.6 percentage points greater than the rate marked in December 2019.
01/01/2021 12:00:00 AM,Jan-21,0.057,0.063,27,Michigan’s seasonally adjusted unemployment rate held decreased to 5.7 percent in January. The jobless rate is 2.0 percentage points greater than the rate marked in January 2020.
02/01/2021 12:00:00 AM,Feb-21,0.052,0.062,23,Michigan’s seasonally adjusted unemployment rate held decreased to 5.2 percent in February. The jobless rate is 1.5 percentage points greater than the rate marked in February 2020.
03/01/2021 12:00:00 AM,Mar-21,0.051,0.06,24,Michigan’s seasonally adjusted unemployment rate  decreased to 5.1 percent in March. The jobless rate is 1.4 percentage points greater than the rate marked in March 2020.
04/01/2021 12:00:00 AM,Apr-21,0.049,0.061,24,Michigan’s seasonally adjusted unemployment rate  decreased to 4.9 percent in April. The jobless rate is 18.7 percentage points greater than the rate marked in April 2020.
05/01/2021 12:00:00 AM,May-21,0.05,0.058,25,Michigan’s seasonally adjusted unemployment rate  increased to 5 percent in May. The jobless rate is 15.8 percentage points less than the rate marked in May 2020.
06/01/2021 12:00:00 AM,Jun-21,0.05,0.059,26,Michigan’s seasonally adjusted unemployment rate held at 5 percent in June. The jobless rate is 9.1 percentage points less than the rate marked in June 2020.
07/01/2021 12:00:00 AM,Jul-21,0.048,0.054,24,Michigan’s seasonally adjusted unemployment rate dropped to 4.8 percent in July. The jobless rate is 4.2 percentage points less than the rate marked in July 2020.
